artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,pop,rock,hip hop,Dance/Electronic
241,212360,True,2006,58,0.94,0.743,5,-5.166,0,0.0475,0.317,0.0,0.0909,0.932,118.988,1.0,0.0,0.0,0.0
146,208600,False,2001,72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,1.0,0.0,0.0,0.0
773,157605,False,2019,81,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,1.0,0.0,0.0,0.0
587,210226,False,2016,68,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,1.0,0.0,0.0,0.0
344,210066,False,2006,49,0.474,0.71,1,-4.606,1,0.029,0.0548,0.0,0.0974,0.591,78.969,1.0,0.0,0.0,0.0
689,245200,False,2016,0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,1.0,0.0,0.0,0.0
408,212360,False,2008,53,0.383,0.703,4,-5.65,0,0.0763,0.00116,2.39e-05,0.112,0.42,135.968,1.0,0.0,0.0,0.0
60,243533,False,2000,55,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,1.0,0.0,0.0,0.0
237,236213,False,2004,68,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,1.0,0.0,0.0,0.0
578,204360,False,2013,66,0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,1.0,0.0,0.0,0.0
518,250706,False,2013,59,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,1.0,0.0,0.0,0.0
439,196640,False,2009,0,0.894,0.93,11,-4.577,1,0.0712,0.0355,0.0,0.0759,0.968,120.02,1.0,0.0,0.0,0.0
412,223853,False,2007,59,0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,1.0,0.0,0.0,0.0
188,213506,False,2014,69,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,1.0,0.0,0.0,0.0
385,227741,False,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,1.0,0.0,0.0,0.0
609,219840,False,2014,72,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,1.0,0.0,0.0,0.0
311,207613,False,2005,49,0.715,0.812,1,-5.758,1,0.062,0.175,0.000134,0.044,0.554,128.04,1.0,0.0,0.0,0.0
385,234653,False,2012,72,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125.014,1.0,0.0,0.0,0.0
56,245960,False,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,1.0,0.0,0.0,0.0
132,304666,False,2000,0,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,1.0,0.0,0.0,0.0
173,252973,False,2006,66,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,1.0,0.0,0.0,0.0
33,200973,False,2004,47,0.548,0.785,7,-5.087,1,0.0704,0.00277,0.048,0.329,0.418,120.939,1.0,0.0,0.0,0.0
410,179946,False,2007,67,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,1.0,0.0,0.0,0.0
54,202960,True,2010,76,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,1.0,0.0,0.0,0.0
531,209440,False,2013,75,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,1.0,0.0,0.0,0.0
502,274600,True,2012,62,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,1.0,0.0,0.0,0.0
313,150533,False,2015,39,0.814,0.923,7,-4.525,1,0.229,0.0154,0.154,0.0862,0.518,127.919,1.0,0.0,0.0,0.0
62,212973,False,2000,58,0.541,0.899,1,-6.261,1,0.0633,0.0178,2.95e-06,0.286,0.829,106.676,1.0,0.0,0.0,0.0
455,220734,False,2010,77,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,1.0,0.0,0.0,0.0
194,215480,False,2003,69,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,1.0,0.0,0.0,0.0
153,195866,False,2002,45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81e-06,0.557,0.387,91.868,1.0,0.0,0.0,0.0
551,219733,False,2012,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,1.0,0.0,0.0,0.0
583,236133,False,2014,74,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,1.0,0.0,0.0,0.0
64,241373,False,1999,64,0.634,0.886,9,-5.424,1,0.0434,0.154,0.0,0.118,0.577,93.04,1.0,0.0,0.0,0.0
676,180822,False,2017,80,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,1.0,0.0,0.0,0.0
232,219546,False,2012,74,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,1.0,0.0,0.0,0.0
7,233600,False,2004,33,0.607,0.874,5,-5.409,0,0.0349,0.00331,0.0494,0.26,0.846,130.015,1.0,0.0,0.0,0.0
87,276373,False,2001,32,0.412,0.667,6,-6.997,1,0.229,0.195,0.0,0.305,0.533,68.942,1.0,0.0,0.0,0.0
382,206520,False,2007,62,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,1.0,0.0,0.0,0.0
91,241000,False,2001,54,0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,1.0,0.0,0.0,0.0
545,264011,False,2017,0,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,1.0,0.0,0.0,0.0
30,225973,False,2000,58,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,1.0,0.0,0.0,0.0
121,201533,False,2001,60,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,1.0,0.0,0.0,0.0
226,188960,False,2004,71,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,1.0,0.0,0.0,0.0
82,196160,False,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,1.0,0.0,0.0,0.0
86,250706,False,2001,71,0.667,0.773,5,-4.983,0,0.0586,0.201,0.0,0.404,0.667,89.976,1.0,0.0,0.0,0.0
87,326240,False,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,1.0,0.0,0.0,0.0
375,187733,False,2006,69,0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,1.0,0.0,0.0,0.0
328,262466,False,2007,75,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,1.0,0.0,0.0,0.0
0,247853,True,2013,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012,1.0,0.0,0.0,0.0
241,235066,True,2004,16,0.818,0.579,7,-4.475,1,0.101,0.023,0.0,0.107,0.354,89.987,1.0,0.0,0.0,0.0
565,229080,False,2015,69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,1.0,0.0,0.0,0.0
473,203960,False,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,1.0,0.0,0.0,0.0
324,268120,False,2006,76,0.708,0.641,7,-4.296,1,0.0335,0.205,0.0,0.0945,0.253,113.082,1.0,0.0,0.0,0.0
767,131064,True,2018,75,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,1.0,0.0,0.0,0.0
565,186112,False,2017,69,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,1.0,0.0,0.0,0.0
499,224293,False,2014,0,0.69,0.845,9,-4.676,1,0.0339,0.0193,0.0,0.101,0.638,114.948,1.0,0.0,0.0,0.0
113,218626,False,2001,47,0.631,0.821,4,-7.853,0,0.0867,0.00876,0.000247,0.293,0.547,118.007,1.0,0.0,0.0,0.0
426,231146,False,2008,55,0.687,0.771,6,-4.424,1,0.0384,0.164,2.46e-05,0.112,0.445,129.964,1.0,0.0,0.0,0.0
54,192533,False,2001,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,1.0,0.0,0.0,0.0
527,230613,False,2015,79,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,1.0,0.0,0.0,0.0
188,208066,False,2008,48,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,1.0,0.0,0.0,0.0
601,183750,False,2014,0,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,1.0,0.0,0.0,0.0
499,185586,False,2012,0,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,1.0,0.0,0.0,0.0
278,229360,False,2005,57,0.938,0.735,7,-6.382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7,1.0,0.0,0.0,0.0
311,245466,False,2006,69,0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009,1.0,0.0,0.0,0.0
153,237693,False,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,1.0,0.0,0.0,0.0
624,228373,False,2018,80,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,1.0,0.0,0.0,0.0
65,241960,False,2008,56,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,1.0,0.0,0.0,0.0
232,234308,True,2017,0,0.697,0.716,9,-6.288,0,0.113,0.118,0.0,0.0424,0.506,99.905,1.0,0.0,0.0,0.0
534,157152,True,2013,68,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,1.0,0.0,0.0,0.0
7,170493,False,2001,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,1.0,0.0,0.0,0.0
403,205200,False,2007,1,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,1.0,0.0,0.0,0.0
8,207906,False,2001,64,0.84,0.835,1,-4.386,0,0.275,0.00281,1.11e-06,0.152,0.637,103.376,1.0,0.0,0.0,0.0
457,204760,False,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,1.0,0.0,0.0,0.0
526,219493,False,2012,72,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,1.0,0.0,0.0,0.0
152,204400,False,2002,54,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,1.0,0.0,0.0,0.0
769,197436,False,2018,81,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,1.0,0.0,0.0,0.0
609,233712,False,2017,84,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,1.0,0.0,0.0,0.0
210,201920,False,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0.0,0.0728,0.51,139.993,1.0,0.0,0.0,0.0
544,226600,False,2014,83,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,1.0,0.0,0.0,0.0
455,178560,True,2012,78,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,1.0,0.0,0.0,0.0
344,250453,False,2008,70,0.57,0.717,1,-4.914,1,0.029,0.00967,0.0,0.0833,0.321,111.91,1.0,0.0,0.0,0.0
527,181672,True,2017,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,1.0,0.0,0.0,0.0
0,210266,False,2011,66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,1.0,0.0,0.0,0.0
620,213213,False,2014,63,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,1.0,0.0,0.0,0.0
71,268746,False,2000,62,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,1.0,0.0,0.0,0.0
237,221226,False,2004,60,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,1.0,0.0,0.0,0.0
553,190185,False,2013,77,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,1.0,0.0,0.0,0.0
7,201053,False,2012,68,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,1.0,0.0,0.0,0.0
810,193837,False,2019,71,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,1.0,0.0,0.0,0.0
69,281466,False,1999,54,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03,1.0,0.0,0.0,0.0
65,260333,False,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,1.0,0.0,0.0,0.0
0,231066,False,2001,58,0.534,0.543,3,-6.857,1,0.0245,0.579,0.0,0.112,0.418,78.996,1.0,0.0,0.0,0.0
466,212862,False,2012,76,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,1.0,0.0,0.0,0.0
323,202066,False,2006,64,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11e-06,0.118,0.372,175.788,1.0,0.0,0.0,0.0
544,200186,False,2012,0,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,1.0,0.0,0.0,0.0
544,245493,False,2013,81,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,1.0,0.0,0.0,0.0
651,230226,False,2016,76,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,1.0,0.0,0.0,0.0
616,225914,False,2016,60,0.605,0.77,5,-3.645,0,0.0446,0.0431,0.0,0.159,0.298,130.037,1.0,0.0,0.0,0.0
0,203600,False,2001,69,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,1.0,0.0,0.0,0.0
543,250080,False,2012,0,0.61,0.863,5,-2.632,0,0.206,0.186,0.0,0.097,0.508,83.993,1.0,0.0,0.0,0.0
37,223133,False,2003,37,0.762,0.885,0,-5.096,0,0.0395,0.0371,0.0,0.0519,0.886,117.021,1.0,0.0,0.0,0.0
153,237693,False,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,1.0,0.0,0.0,0.0
41,234960,False,1999,68,0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.683,167.998,1.0,0.0,0.0,0.0
437,212773,False,2009,59,0.581,0.824,0,-3.912,0,0.0377,0.0105,0.0,0.483,0.747,114.912,1.0,0.0,0.0,0.0
551,246240,False,2017,1,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,1.0,0.0,0.0,0.0
248,232000,False,2004,67,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,1.0,0.0,0.0,0.0
370,211520,False,2007,72,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,1.0,0.0,0.0,0.0
334,232000,False,2008,71,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,1.0,0.0,0.0,0.0
609,189733,True,2019,66,0.885,0.762,8,-5.513,0,0.216,0.219,0.0,0.162,0.605,138.058,1.0,0.0,0.0,0.0
341,167493,False,2006,46,0.656,0.624,3,-4.623,0,0.0691,0.0065,0.0,0.278,0.735,124.082,1.0,0.0,0.0,0.0
435,248066,True,2008,41,0.661,0.584,1,-5.09,1,0.061,0.00293,4.82e-06,0.134,0.0949,159.873,1.0,0.0,0.0,0.0
156,208449,False,2013,47,0.486,0.904,2,-6.642,1,0.0364,0.000748,0.0984,0.187,0.118,143.048,1.0,0.0,0.0,0.0
173,288333,False,2002,73,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,1.0,0.0,0.0,0.0
385,228878,False,2013,0,0.555,0.729,7,-4.813,1,0.0387,0.00357,0.0,0.209,0.369,129.003,1.0,0.0,0.0,0.0
554,263053,False,2013,55,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,1.0,0.0,0.0,0.0
614,203417,False,2018,69,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,1.0,0.0,0.0,0.0
549,292586,False,2013,66,0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,1.0,0.0,0.0,0.0
586,167065,False,2014,79,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,1.0,0.0,0.0,0.0
456,232146,False,2013,0,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019,1.0,0.0,0.0,0.0
780,178480,False,2019,77,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,1.0,0.0,0.0,0.0
375,235173,False,2006,57,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484,1.0,0.0,0.0,0.0
46,265026,False,2001,47,0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,1.0,0.0,0.0,0.0
730,204502,False,2017,1,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,1.0,0.0,0.0,0.0
277,238000,False,2013,0,0.575,0.821,0,-5.7,1,0.0527,0.181,0.0,0.124,0.449,118.021,1.0,0.0,0.0,0.0
544,192120,False,2015,79,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,1.0,0.0,0.0,0.0
243,257333,False,2016,66,0.833,0.515,11,-5.0,0,0.0462,0.347,0.00156,0.116,0.4,97.007,1.0,0.0,0.0,0.0
245,220426,False,2009,58,0.893,0.666,10,-5.089,0,0.138,0.0206,0.0,0.342,0.874,107.011,1.0,0.0,0.0,0.0
637,224030,False,2017,67,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,1.0,0.0,0.0,0.0
188,261640,False,2008,74,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,1.0,0.0,0.0,0.0
192,285570,False,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017,1.0,0.0,0.0,0.0
596,189399,False,2014,66,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,1.0,0.0,0.0,0.0
624,242253,True,2015,84,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,1.0,0.0,0.0,0.0
176,303333,False,2001,52,0.652,0.41,4,-8.323,0,0.158,0.333,0.0,0.064,0.495,75.09,1.0,0.0,0.0,0.0
424,294573,True,2009,80,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,1.0,0.0,0.0,0.0
527,208316,False,2012,68,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,1.0,0.0,0.0,0.0
486,210680,False,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,1.0,0.0,0.0,0.0
336,261053,False,2019,35,0.474,0.744,2,-5.386,1,0.0341,0.0208,1.22e-06,0.209,0.238,129.005,1.0,0.0,0.0,0.0
527,176658,False,2014,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,1.0,0.0,0.0,0.0
648,223186,False,2016,74,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,1.0,0.0,0.0,0.0
426,211933,False,2014,54,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,1.0,0.0,0.0,0.0
446,196413,False,2009,65,0.594,0.874,0,-3.716,1,0.0815,0.0116,0.0,0.549,0.628,119.964,1.0,0.0,0.0,0.0
33,207866,False,2000,55,0.761,0.662,6,-7.645,0,0.0548,0.292,6.19e-05,0.0956,0.631,120.043,1.0,0.0,0.0,0.0
600,189720,False,2014,62,0.441,0.921,8,-3.32,1,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,1.0,0.0,0.0,0.0
774,182160,False,2019,84,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,1.0,0.0,0.0,0.0
160,227866,False,2003,53,0.7,0.72,1,-6.061,1,0.0261,0.285,0.0,0.0845,0.654,106.986,1.0,0.0,0.0,0.0
385,216160,False,2012,73,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,1.0,0.0,0.0,0.0
173,283626,False,2002,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,1.0,0.0,0.0,0.0
37,219360,False,1999,54,0.683,0.866,1,-5.436,0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,1.0,0.0,0.0,0.0
550,205346,False,2011,71,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,1.0,0.0,0.0,0.0
424,241933,False,2008,76,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,1.0,0.0,0.0,0.0
37,199693,False,2016,68,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,1.0,0.0,0.0,0.0
680,209425,False,2016,0,0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013,1.0,0.0,0.0,0.0
17,214883,False,2000,73,0.671,0.88,8,-6.149,0,0.0552,0.00181,0.691,0.285,0.782,136.953,1.0,0.0,0.0,0.0
601,221506,False,2017,73,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,1.0,0.0,0.0,0.0
527,247426,False,2013,6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,1.0,0.0,0.0,0.0
385,199186,False,2008,49,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,130.989,1.0,0.0,0.0,0.0
30,281880,False,2005,61,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,1.0,0.0,0.0,0.0
538,245466,False,2014,74,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,1.0,0.0,0.0,0.0
56,255266,False,2002,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,1.0,0.0,0.0,0.0
54,247906,False,2012,76,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,1.0,0.0,0.0,0.0
51,253626,False,1999,57,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,1.0,0.0,0.0,0.0
49,229173,False,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,1.0,0.0,0.0,0.0
645,199314,False,2015,55,0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,1.0,0.0,0.0,0.0
550,210840,False,2013,79,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,1.0,0.0,0.0,0.0
232,211080,True,2007,62,0.803,0.851,7,-2.429,1,0.0357,0.00485,0.000358,0.0577,0.881,113.996,1.0,0.0,0.0,0.0
615,198306,False,2014,64,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,124.96,1.0,0.0,0.0,0.0
172,230013,False,2002,62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16e-05,0.313,0.863,117.31,1.0,0.0,0.0,0.0
503,197440,False,2011,62,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,1.0,0.0,0.0,0.0
673,212000,False,2017,61,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,1.0,0.0,0.0,0.0
303,204173,False,2004,62,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,1.0,0.0,0.0,0.0
544,228133,False,2014,79,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,1.0,0.0,0.0,0.0
0,212106,False,2007,64,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,1.0,0.0,0.0,0.0
268,252466,False,2003,55,0.562,0.219,4,-13.2,1,0.0312,0.856,0.000296,0.0979,0.106,127.831,1.0,0.0,0.0,0.0
412,257386,False,2014,62,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014,1.0,0.0,0.0,0.0
0,196053,False,2007,61,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,1.0,0.0,0.0,0.0
678,186986,False,2018,80,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,1.0,0.0,0.0,0.0
698,160097,False,2016,0,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,1.0,0.0,0.0,0.0
35,229826,False,2001,61,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58e-05,0.118,0.564,144.705,1.0,0.0,0.0,0.0
483,252534,False,2015,78,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,1.0,0.0,0.0,0.0
245,223000,False,2004,67,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,1.0,0.0,0.0,0.0
173,242733,True,2006,78,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,1.0,0.0,0.0,0.0
549,245186,False,2013,64,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,1.0,0.0,0.0,0.0
393,202066,False,2009,79,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,1.0,0.0,0.0,0.0
54,230733,True,2012,71,0.457,0.823,9,-4.76,1,0.311,0.00144,0.0,0.108,0.578,192.205,1.0,0.0,0.0,0.0
75,219093,False,2001,60,0.558,0.481,8,-9.487,1,0.026,0.315,8.83e-06,0.09,0.631,144.673,1.0,0.0,0.0,0.0
628,177560,False,2014,65,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,1.0,0.0,0.0,0.0
82,188866,False,2009,68,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,1.0,0.0,0.0,0.0
426,293026,False,2010,65,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,1.0,0.0,0.0,0.0
241,238493,False,2004,28,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37e-06,0.755,0.666,104.838,1.0,0.0,0.0,0.0
544,199986,False,2012,82,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,1.0,0.0,0.0,0.0
179,233600,False,2002,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,1.0,0.0,0.0,0.0
590,209160,False,2014,74,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,1.0,0.0,0.0,0.0
